OPPORTUNITIES BY SALES STAGE



Results

Opportunity Name,Opportunity Amount,Sales Stage,Probability (%),Expected Close Date,assigned user id => Users User Name
"suede","Rs30,000.00","Closed Won","100.00","07-04-2014","Uma"
"Rio - Autumn Oak","Rs28,000.00","Closed Won","100.00","04-06-2014","Uma"
"primo premium 658","Rs43,000.00","Closed Won","100.00","02-06-2014","Uma"
"Smoked Oak","Rs30,000.00","Closed Won","100.00","05-01-2013","Uma"
"Grass","Rs52,336.00","Closed Won","100.00","24-03-2014","Uma"
"basic walnut","Rs47,000.00","Closed Won","100.00","16-11-2013","Uma"
"Basic Teak","Rs96,377.00","Closed Won","100.00","18-05-2013","Uma"
"Grass & Deck","Rs144,410.00","Closed Won","100.00","24-05-2014","Uma"
"walnut","Rs117,698.00","Closed Won","100.00","27-05-2013","Uma"
"Lwf - Mocha","Rs20,000.00","Closed Won","100.00","12-01-2012","Uma"
"Capuccino/Milano","Rs50,936.00","Closed Won","100.00","27-07-2012","Uma"
"merbau multristrip","Rs0.00","Closed Won","100.00","15-11-2012","Uma"
"merbau","Rs37,300.00","Closed Won","100.00","06-01-2014","Uma"
"Infinite-honey oak","Rs34,308.00","Closed Won","100.00","10-10-2012","Uma"
"coffee oak","Rs49,895.00","Closed Won","100.00","10-05-2013","Uma"
"Infinite - Coffee Oak","Rs31,017.00","Closed Won","100.00","07-03-2012","Uma"
"waltz-wenge","Rs0.00","Closed Won","100.00","15-11-2012","Uma"
"ruby 030","Rs43,692.00","Closed Won","100.00","03-07-2014","Uma"
"oak 3 strips","Rs62,500.00","Closed Won","100.00","25-02-2012","Uma"
"oil","Rs2,519.00","Closed Won","100.00","19-11-2013","Uma"
"Honey Oak","Rs44,000.00","Closed Won","100.00","28-02-2014","Uma"
"Patchwork Cappucino/ Latte","Rs36,080.00","Closed Won","100.00","16-06-2014","Uma"
"coffee oak","Rs59,177.00","Closed Won","100.00","03-01-2013","Uma"
"Modern Wenge, dark fumes","Rs56,164.00","Closed Won","100.00","27-09-2013","Uma"
"Oak white plank","Rs18,908.00","Closed Won","100.00","24-05-2014","Uma"
"outdoor deck","Rs12,000.00","Closed Won","100.00","02-08-2012","Uma"
"LWF BASIC","Rs20,000.00","Closed Won","100.00","25-01-2012","Uma"
"new..coffee oak","Rs296,000.00","Closed Won","100.00","16-02-2013","Uma"
"vinyl stella 011","Rs22,123.00","Closed Won","100.00","11-04-2014","Uma"
"colonial cherry","Rs30,029.00","Closed Won","100.00","17-10-2012","Uma"
"optima vinyl","Rs23,314.00","Closed Won","100.00","19-09-2012","Uma"
"oak coffee brushed","Rs16,256.00","Closed Won","100.00","02-06-2014","Uma"
"Merbau","Rs38,331.00","Closed Won","100.00","19-06-2013","Uma"
"Coffee oak plank","Rs81,631.00","Closed Won","100.00","09-04-2014","Uma"
"basics-legacy oak","Rs26,000.00","Closed Won","100.00","28-12-2012","Uma"
"Merbau 3 strips","Rs25,000.00","Closed Won","100.00","31-05-2012","Uma"
"Expresso Grain","Rs6,336.00","Closed Won","100.00","24-05-2014","Uma"
"legacy oak","Rs31,270.00","Closed Won","100.00","11-07-2012","Uma"
"Legacy Oak","Rs17,092.00","Closed Won","100.00","26-05-2012","Uma"
"cocomosaic tiles","Rs18,000.00","Closed Won","100.00","20-06-2014","Uma"
"coffee oak plank","Rs55,231.00","Closed Won","100.00","19-03-2014","Uma"
"merbau multistrips","Rs185,717.00","Closed Won","100.00","30-06-2013","Uma"
"Smoked Oak","Rs5,491.00","Closed Won","100.00","27-05-2013","Uma"
"strand bambbo, suede, deep honey","Rs142,204.00","Closed Won","100.00","18-04-2014","Uma"
"Basic Teak","Rs88,548.00","Closed Won","100.00","31-10-2012","Uma"
"sapele 3 strips","Rs106,293.00","Closed Won","100.00","20-06-2014","Uma"
"Smoked Oak","Rs25,000.00","Closed Won","100.00","10-12-2012","Uma"
"rio - sovereign maple","Rs21,510.00","Closed Won","100.00","08-02-2014","Uma"
"basic - walnut","Rs67,770.00","Closed Won","100.00","07-07-2014","Uma"
"Smoked oak","Rs32,000.00","Closed Won","100.00","01-05-2012","Uma"
"Basic - Teak","Rs30,000.00","Closed Won","100.00","22-05-2012","Uma"
"Oak Plank Dark/ honey oak","Rs54,000.00","Closed Won","100.00","04-02-2014","Uma"
"Coffee oak","Rs12,780.00","Closed Won","100.00","10-10-2012","Uma"
"Wall tiles","Rs28,500.00","Closed Won","100.00","18-09-2013","Uma"
"Walnut 2 strips","Rs85,500.00","Closed Won","100.00","19-05-2014","Uma"
"Rosewood/coffee oak/honey oak","Rs85,000.00","Closed Won","100.00","17-11-2013","Uma"
"merbau, walnut","Rs100,000.00","Closed Won","100.00","09-12-2013","Uma"
"Smoked Oak","Rs33,500.00","Closed Won","100.00","17-05-2013","Uma"
"Shannon Oak","Rs42,000.00","Closed Won","100.00","09-05-2014","Uma"
"ewf walnut plank","Rs107,000.00","Closed Won","100.00","11-07-2012","Uma"
"oak plank dark","Rs46,000.00","Closed Won","100.00","18-09-2013","Uma"
"natural grain..wall tiles","Rs12,780.00","Closed Won","100.00","21-10-2013","Uma"
"coffee oak brushed","Rs57,000.00","Closed Won","100.00","12-08-2013","Uma"
"omnisports 8.3mm beech","Rs80,600.00","Closed Won","100.00","22-04-2014","Uma"
"sapele plank","Rs70,000.00","Closed Won","100.00","20-12-2012","Uma"
"Honey Oak, Legacy Oak","Rs42,189.00","Closed Won","100.00","19-11-2012","Uma"
"coffee oak, infinite","Rs0.00","Closed Won","100.00","30-10-2012","Uma"
"cherry","Rs17,300.00","Closed Won","100.00","14-05-2013","Uma"
"cognac","Rs60,000.00","Closed Won","100.00","15-07-2013","Uma"
"shanon oak","Rs30,173.00","Closed Won","100.00","13-03-2014","Uma"
"Coffee Oak","Rs250,000.00","Closed Won","100.00","24-07-2014","Uma"
"cosy brushed oak","Rs0.00","Closed Won","100.00","15-11-2012","Uma"
"Wild Toffee Ash","Rs33,000.00","Closed Won","100.00","30-09-2013","Uma"
"white chateau oak","Rs111,000.00","Closed Won","100.00","04-04-2014","Uma"
"Oak Caramel","Rs39,000.00","Closed Won","100.00","26-02-2014","Uma"
"brazilian walnut, tobacco","Rs113,000.00","Closed Won","100.00","01-11-2013","Uma"
"grey mocha/mocha","Rs59,000.00","Closed Won","100.00","08-11-2013","Uma"
"rosewood","Rs42,518.00","Closed Won","100.00","10-01-2013","Uma"
"basic merbau","Rs28,500.00","Closed Won","100.00","07-10-2013","Uma"
"narrow fumes oak","Rs0.00","Closed Won","100.00","15-11-2012","Uma"
"cherry plank","Rs29,091.00","Closed Won","100.00","18-06-2012","Uma"
"wall-natural grain","Rs6,336.00","Closed Won","100.00","03-04-2014","Uma"
"Oak winter, Sapele 3 strips","Rs0.00","Closed Won","100.00","21-11-2012","Uma"
"smoked oak and stella","Rs32,908.00","Closed Won","100.00","05-01-2013","Uma"
"Basic-Merbau","Rs36,500.00","Closed Won","100.00","16-09-2013","Uma"
"Autumn Oak","Rs22,000.00","Closed Won","100.00","26-05-2014","Uma"
"Shannon Oak","Rs37,988.00","Closed Won","100.00","26-05-2014","Uma"
"princess fountainbleu oak","Rs21,000.00","Closed Won","100.00","29-04-2013","Uma"
"Oak Plank Dark","Rs12,300.00","Closed Won","100.00","12-02-2014","Uma"
"Basic Teak","Rs22,655.00","Closed Won","100.00","19-12-2012","Uma"
"chilli pepper, saddle brown, orange pepper","Rs86,585.00","Closed Won","100.00","10-06-2013","Uma"
"Dark Chateau","Rs32,000.00","Closed Won","100.00","27-09-2013","Uma"
"walnut","Rs172,000.00","Closed Won","100.00","18-09-2013","Uma"
"colonial cherry","Rs38,862.00","Closed Won","100.00","30-06-2012","Uma"
"Oak Plank Dark","Rs16,250.00","Closed Won","100.00","07-10-2013","Uma"
"Narrow fumes","Rs60,497.00","Closed Won","100.00","25-06-2014","Uma"
"Swf- Walnut","Rs232,829.00","Closed Won","100.00","28-03-2013","Uma"
"swf merbau","Rs31,000.00","Closed Won","100.00","11-07-2012","Uma"
"Deep Honey","Rs68,304.00","Closed Won","100.00","31-05-2012","Uma"
"Swf-Oak Plank","Rs117,000.00","Closed Won","100.00","20-03-2012","Uma"
"Brazilian Walnut","Rs8,304.00","Closed Won","100.00","03-04-2014","Uma"
"sapele 3 strips","Rs212,139.00","Closed Won","100.00","21-06-2012","Uma"
"SWF - OAK PLANK","Rs87,026.00","Closed Won","100.00","29-02-2012","Uma"
"Bosch Pear tree","Rs26,000.00","Closed Won","100.00","19-06-2014","Uma"
"Patchwork latte","Rs90,000.00","Closed Won","100.00","15-06-2012","Uma"
"EW-Walnut/Oak Caramel","Rs230,000.00","Closed Won","100.00","05-06-2013","Umesh"
"OWF- Composite Deck Merbau","Rs180,000.00","Closed Won","100.00","31-12-2013","Umesh"
"LWF-Mocha Sherwood Oak","Rs100,000.00","Closed Won","100.00","31-12-2013","Umesh"
"Chandan Parab","Rs200,000.00","Closed Won","100.00","22-11-2012","Umesh"
"Ajay Puri","Rs200,000.00","Closed Won","100.00","11-12-2012","Umesh"
"LWF-Basics Smoked Oak","Rs70,000.00","Closed Won","100.00","17-05-2014","Umesh"
"OWF-Reinstallation","Rs10,000.00","Closed Won","100.00","21-08-2013","Umesh"
"LWF - Profile","Rs2,500.00","Closed Won","100.00","02-07-2013","Umesh"
"LWF-Shirting 3.5" width","Rs5,500.00","Closed Won","100.00","31-12-2013","Umesh"
"GIRISH RAGHA","Rs225,000.00","Closed Won","100.00","08-02-2013","Umesh"
"LWF-Reinstallation","Rs40,000.00","Closed Won","100.00","21-08-2013","Umesh"
"LWF-Heritage Cognac","Rs100,000.00","Closed Won","100.00","21-01-2014","Umesh"
"Deepak Bandekar ( EW- Walnut)","Rs500,000.00","Closed Won","100.00","30-04-2013","Umesh"
"SWF-Merbau Plank","Rs40,000.00","Closed Won","100.00","31-12-2013","Umesh"
"LWF residence","Rs100,000.00","Closed Won","100.00","26-11-2012","Umesh"
"EWF-Merbau Plank","Rs260,000.00","Closed Won","100.00","31-12-2013","Umesh"
"LWF-Basic Natural Walnut","Rs25,000.00","Closed Won","100.00","26-02-2014","Umesh"
"OW-IPE FLOORING (SMOOTH)","Rs3,000.00","Closed Won","100.00","10-07-2013","Umesh"
"LF - BASIC WALNUT PLANK","Rs40,000.00","Closed Won","100.00","31-12-2013","Umesh"
"LWF-Church & RIO","Rs100,000.00","Closed Won","100.00","07-07-2014","Umesh"
"Mangirish S. Kakodkar","Rs30,000.00","Closed Won","100.00","08-02-2013","Umesh"
"LWF- Basics","Rs70,000.00","Closed Won","100.00","04-06-2013","Umesh"
"Dimple Anand","Rs50,000.00","Closed Won","100.00","08-02-2013","Umesh"
"Soares & Associates","Rs100,000.00","Closed Won","100.00","29-09-2012","Umesh"
"LWF","Rs86,000.00","Closed Won","100.00","07-07-2014","Umesh"
"EWF-Sapele 3 strips","Rs280,000.00","Closed Won","100.00","31-12-2013","Umesh"
"EWF-Sapele 3 strips","Rs86,043.17","Closed Won","100.00","21-01-2014","Umesh"
"SANGEETA KANEKAR","Rs100,000.00","Closed Won","100.00","29-09-2012","Umesh"
"Atul Punj","Rs50,000.00","Closed Won","100.00","26-11-2012","Umesh"
"OW-IPE FLOORING (SMOOTH)","Rs280,000.00","Closed Won","100.00","31-12-2013","Umesh"
"Vinyl Flooring","Rs82,000.00","Closed Won","100.00","31-12-2013","Umesh"
"PALM DECK","Rs30,000.00","Closed Won","100.00","05-06-2013","Umesh"
"EW-OAK CARAMEL PLANK","Rs250,000.00","Closed Won","100.00","21-08-2013","Umesh"
"LWF- Florence","Rs50,000.00","Closed Won","100.00","31-12-2013","Umesh"
"Lwf - Rio","Rs150,000.00","Closed Won","100.00","24-01-2014","Umesh"
"Vinyl Flooring","Rs500,000.00","Closed Won","100.00","21-01-2014","Umesh"
"OWF - Composite Deck Merbau","Rs140,000.00","Closed Won","100.00","10-07-2013","Umesh"
"Raya Shankhwalker","Rs50,000.00","Closed Won","100.00","29-09-2012","Umesh"
"EWF-Sapele 3 strips","Rs280,000.00","Closed Won","100.00","31-12-2013","Umesh"
"Raja Khedekar","Rs30,000.00","Closed Won","100.00","29-09-2012","Umesh"
"OWF- Composite Deck Merbau","Rs250,000.00","Closed Won","100.00","07-07-2014","Umesh"
"VINAY G PAI KANE","Rs60,000.00","Closed Won","100.00","22-11-2012","Umesh"
"Arvind D&#039;souza","Rs150,000.00","Closed Won","100.00","15-12-2012","Umesh"
"OWF- Composite Bamboo (Merbau)","Rs700,000.00","Closed Won","100.00","30-04-2013","Umesh"
"SWF - American Walnut","Rs900,000.00","Closed Won","100.00","07-07-2014","Umesh"
"LF-BASIC SMOKED OAK","Rs250,000.00","Closed Won","100.00","21-08-2013","Umesh"
"LWF-Basics Smoked Oak","Rs100,000.00","Closed Won","100.00","07-07-2014","Umesh"
"Dharam Mehta","Rs500,000.00","Closed Won","100.00","30-04-2013","Umesh"
"HO-IQ OPTIMA","Rs50,000.00","Closed Won","100.00","07-07-2014","Umesh"
"EWF-Oak Coffee Brushed","Rs140,000.00","Closed Won","100.00","01-04-2014","Umesh"
"LWF - Rio","Rs60,000.00","Closed Won","100.00","07-07-2014","Umesh"
"EW-Walnut/Oak Winter","Rs300,000.00","Closed Won","100.00","31-12-2013","Umesh"
"EWF-Merbau Plank","Rs281,000.00","Closed Won","100.00","31-12-2013","Umesh"
"OW-COMP DECK MERBAU","Rs100,000.00","Closed Won","100.00","30-04-2013","Umesh"
"LWF","Rs50,000.00","Closed Won","100.00","04-06-2013","Umesh"
"OW-P OIL","Rs10,000.00","Closed Won","100.00","31-12-2013","Umesh"
"Ameet Sukhthankar","Rs500,000.00","Closed Won","100.00","29-09-2012","Umesh"
"Bhea Opportunity","Rs12.00","Closed Won","100.00","04-07-2014","Umesh"
"LWF - Infinite/Woodstock/Vintage","Rs170,000.00","Closed Won","100.00","03-02-2014","Umesh"
"LWF - Basic Smoked Oak","Rs80,000.00","Closed Won","100.00","26-02-2014","Umesh"
"LWF- Waltz","Rs60,000.00","Closed Won","100.00","31-12-2013","Umesh"
"EWF-Oak Caramel","Rs250,000.00","Closed Won","100.00","31-12-2013","Umesh"
"LWF - Casual","Rs50,000.00","Closed Won","100.00","19-07-2014","Umesh"
"OW-COMPOSITE OUTDOOR DECKING NEW","Rs7,900.00","Closed Won","100.00","31-12-2013","Umesh"
"COMP.DECK MERBAU","Rs475,000.00","Closed Won","100.00","25-02-2014","Umesh"
"vinyl flooring","Rs75,000.00","Closed Won","100.00","30-04-2012","Vasu"
"vinyl flooring","Rs121,000.00","Closed Won","100.00","28-03-2013","Vasu"
"vinyl flooring","Rs150,000.00","Closed Won","100.00","14-08-2012","Vasu"
"SW Bamboo flooring","Rs20,000.00","Closed Won","100.00","09-08-2012","Vasu"
"vinyl flooring","Rs149,800.00","Closed Won","100.00","26-02-2013","Vasu"
"Pega Systems Pvt Ltd","Rs78,111.00","Closed Won","100.00","31-12-2011","Vasu"
"vinyl flooring","Rs21,500.00","Closed Won","100.00","31-05-2012","Vasu"
"LF flooring","Rs31,000.00","Closed Won","100.00","29-02-2012","Vasu"
"vinyl flooring Blue clock school","Rs100,000.00","Closed Won","100.00","26-04-2013","Vasu"
"vinyl flooring for OT corridor","Rs32,000.00","Closed Won","100.00","20-09-2012","Vasu"
"vinyl flooring","Rs15,000.00","Closed Won","100.00","31-05-2012","Vasu"
"Sports flooring for Club House","Rs313,200.00","Closed Won","100.00","22-06-2013","Vasu"
"wallguard","Rs100,000.00","Closed Won","100.00","28-08-2012","Vasu"
"vinyl flooring TCS Project","Rs0.00","Closed Won","100.00","09-01-2013","Vasu"
"vinyl flooring","Rs9,000.00","Closed Won","100.00","30-04-2012","Vasu"
"vinyl flooring","Rs30,000.00","Closed Won","100.00","30-04-2012","Vasu"
"Vinyl flooring (for ramp)","Rs200,000.00","Closed Won","100.00","01-03-2013","Vasu"
"3rd Floor OT","Rs50,000.00","Closed Won","100.00","21-02-2013","Vasu"
"vinyl flooring (vision eye hospital A.S Rao Nager","Rs178,000.00","Closed Won","100.00","28-03-2013","Vasu"
"OT flooring","Rs254,000.00","Closed Won","100.00","06-02-2013","Vasu"
"vinyl flooring","Rs20,000.00","Closed Won","100.00","30-04-2012","Vasu"
"Optima 862","Rs66,000.00","Closed Won","100.00","31-12-2011","Vasu"
"Druva Infra","Rs47,000.00","Closed Won","100.00","29-02-2012","Vasu"
"vinyl flooring (omega project)","Rs340,600.00","Closed Won","100.00","26-02-2013","Vasu"
"Hospital flooring","Rs500,000.00","Closed Won","100.00","31-12-2011","Vasu"
"vinyl flooring","Rs96,000.00","Closed Won","100.00","31-03-2012","Vasu"
"vinyl flooring","Rs225,000.00","Closed Won","75.00","31-03-2012","Vasu"
"vinyl flooring","Rs30,000.00","Closed Won","100.00","31-03-2012","Vasu"
"Coving","Rs6,900.00","Closed Won","100.00","16-10-2012","Vasu"
"vinyl flooring 8.11","Rs100,000.00","Closed Won","100.00","09-11-2012","Vasu"
"DSM Projects (vinyl flooring )","Rs27,000.00","Closed Won","100.00","12-07-2012","Vasu"
"Black Coving","Rs220,000.00","Closed Won","100.00","07-01-2013","Vasu"
"Ozone Hospital","Rs200,000.00","Closed Won","100.00","23-11-2012","Vasu"
"Clean Air Solutions pvt Ltd","Rs170,000.00","Closed Won","100.00","20-01-2012","Vasu"
"LF flooring for office","Rs86,400.00","Closed Won","100.00","30-06-2012","Vasu"
"Foucs Hospital","Rs52,000.00","Closed Won","100.00","29-02-2012","Vasu"
"wallgard","Rs80,000.00","Closed Won","100.00","16-05-2013","Vasu"
"Safe Formulations Ltd","Rs406,875.00","Closed Won","100.00","31-12-2011","Vasu"
"vinyl flooring 2.8","Rs90,000.00","Closed Won","100.00","17-09-2012","Vasu"
"Allianz Multi Services","Rs5,152.00","Closed Won","100.00","31-01-2012","Vasu"
"vinyl flooring","Rs168,000.00","Closed Won","100.00","29-02-2012","Vasu"
"vinyl flooring","Rs40,000.00","Closed Won","100.00","30-04-2012","Vasu"
"vinyl flooring 31.12","Rs10,400.00","Closed Won","100.00","31-12-2012","Vasu"
"vinyl flooring","Rs220,000.00","Closed Won","100.00","16-08-2012","Vasu"
"vinyl flooring","Rs8,000.00","Closed Won","100.00","28-11-2012","Vasu"
"3rd floor Dr.rooms","Rs80,000.00","Closed Won","100.00","13-09-2012","Vasu"
"vinyl flooring 23.3","Rs300,000.00","Closed Won","100.00","31-03-2012","Vasu"
"vinyl flooring","Rs100,000.00","Closed Won","100.00","06-06-2012","Vasu"
"vinyl flooring","Rs43,000.00","Closed Won","100.00","30-04-2012","Vasu"
"Banjara Hills Hospital","Rs588,000.00","Closed Won","100.00","11-06-2012","Vasu"
"ground floor OT","Rs20,680.00","Closed Won","100.00","27-02-2013","Vasu"
"vinyl flooring","Rs800,000.00","Closed Won","100.00","05-09-2012","Vasu"
"sports flooring","Rs0.00","Closed Won","100.00","23-07-2013","Vasu"
"coveing","Rs6,000.00","Closed Won","100.00","12-07-2012","Vasu"
"vinyl flooring","Rs14,500.00","Closed Won","100.00","30-04-2012","Vasu"
"OT and corridor","Rs120,000.00","Closed Won","100.00","31-12-2012","Vasu"
"Pega Systems Pvt Ltd","Rs216,000.00","Closed Won","100.00","29-12-2011","Vasu"
"Lalith Gayathri Hospital Pvt Ltd","Rs247,885.00","Closed Won","100.00","25-01-2012","Vasu"
"HOF - Office Floorin","Rs339,544.00","Closed Won","100.00","24-12-2011","Vasu"
"Lucid Diagnostics (Karnataka) Pvt Ltd","Rs18,000.00","Closed Won","100.00","31-01-2012","Vasu"
"conductive flooring","Rs30,000.00","Closed Won","100.00","16-02-2013","Vasu"
"Daffodils interiors and desigenrs","Rs66,000.00","Closed Won","100.00","31-12-2011","Vasu"
"vinyl flooring","Rs15,000.00","Closed Won","100.00","30-04-2012","Vasu"
"vinyl flooring 15 10","Rs30,000.00","Closed Won","100.00","16-10-2012","Vasu"
"vinyl flooring","Rs94,500.00","Closed Won","100.00","23-01-2012","Vasu"
"wallgarud","Rs135,000.00","Closed Won","100.00","30-04-2012","Vasu"
"vinyl flooring","Rs0.00","Closed Won","100.00","09-01-2013","Vasu"
"vinyl flooring","Rs555,000.00","Closed Won","100.00","21-12-2012","Vasu"
"sports flooring (omegar hospital)","Rs50,000.00","Closed Won","100.00","06-04-2013","Vasu"
"VKT Pharma Private Limited","Rs1,600,000.00","Closed Won","100.00","24-04-2012","Vasu"
"vinyl flooring","Rs40,000.00","Closed Won","100.00","08-05-2013","Vasu"
"vinyl flooring","Rs49,000.00","Closed Won","100.00","29-02-2012","Vasu"
"V Nagamani","Rs81,050.00","Closed Won","100.00","23-01-2012","Vasu"
"B K INTERIOR","Rs160,000.00","Closed Won","100.00","30-03-2013","Vikash"
"Basilico house flavers hospitality and management","Rs140,000.00","Closed Won","100.00","12-01-2013","Vikash"
"KOTAK MAHINDRA_VINYL & LWF","Rs0.00","Closed Won","100.00","28-02-2014","Vikash"
"LWF_WALTZ_WENGE","Rs84,500.00","Closed Won","100.00","12-01-2013","Vikash"
"SPF-SPEED OAK CLASSIC 3.45","Rs6,248.23","Closed Won","100.00","05-03-2013","Vikash"
"PALM DECK","Rs300,000.00","Closed Won","100.00","21-12-2012","Vikash"
"REGVED_OWF","Rs51,000.00","Closed Won","100.00","15-02-2013","Vikash"
"Mr. Ghanshyam Biyani","Rs23,000.00","Closed Won","75.00","30-03-2013","Vikash"
"LF-VILLA SLS CHERRY 2 STRIP","Rs3,373.71","Closed Won","100.00","28-02-2013","Vikash"
"SALIL_PATCHWORK LATTE","Rs65,000.00","Closed Won","100.00","17-01-2013","Vikash"
"RAJ & SONS ASSOCIATES","Rs138,000.00","Closed Won","100.00","12-01-2013","Vikash"
"GUNJA_DESARCH_OWF","Rs1,300,000.00","Closed Won","100.00","30-03-2013","Vikash"
"EWF_OAK_WINTER","Rs422,500.00","Closed Won","100.00","12-01-2013","Vikash"
"Spacedays Architecture & Design","Rs120,000.00","Closed Won","100.00","12-12-2012","Vikash"
"RIDHI_STAIN BAMBOO","Rs200,000.00","Closed Won","75.00","02-03-2013","Vikash"
"MARQUIS HOTELS LTD.","Rs380,000.00","Closed Won","100.00","21-11-2012","Vikash"
"BHOOMI_","Rs0.00","Closed Won","100.00","21-08-2013","Vikash"
"OWF_RAJ & SONS","Rs276,500.00","Closed Won","100.00","12-01-2013","Vikash"
"GANJAM TRADING_LWF","Rs90,000.00","Closed Won","100.00","30-01-2013","Vikash"
"RIGVED_EWF","Rs80,000.00","Closed Won","100.00","12-01-2013","Vikash"
"OIPL_GUNJA_DESARCH_SWF","Rs0.00","Closed Won","100.00","21-08-2013","Vikash"
"CCI_AJITSHILPI_EWF","Rs173,000.00","Closed Won","100.00","08-02-2013","Vikash"
"Rajinder Singh Dabbas","Rs15,000.00","Closed Won","100.00","28-02-2014","Vikrams"
"Honey Oak Saket","Rs90,000.00","Closed Won","100.00","24-10-2013","Vikrams"
"Saharanpur","Rs130,000.00","Closed Won","100.00","07-03-2014","Vikrams"
"The Legend Inn","Rs150,000.00","Closed Won","100.00","01-10-2013","Vikrams"
"Padma- Coffee oak bushed","Rs125,000.00","Closed Won","100.00","04-09-2013","Vikrams"
"Nainital Anuradha","Rs650,000.00","Closed Won","100.00","28-02-2014","Vikrams"
"RST Shahibabad","Rs225,000.00","Closed Won","100.00","28-02-2014","Vikrams"
"Pankaj Kehr","Rs200,000.00","Closed Won","100.00","03-03-2014","Vikrams"
"Shalini Seth","Rs70,000.00","Closed Won","100.00","24-09-2013","Vikrams"
"Rajinder Dabbas","Rs20,000.00","Closed Won","100.00","11-03-2014","Vikrams"
"Perfect Utilities","Rs10,000.00","Closed Won","100.00","28-02-2014","Vikrams"
"HB STOCK HOLDINGS- Basic Oak","Rs125,000.00","Closed Won","100.00","06-09-2013","Vikrams"
"Lalit Bhasin","Rs150,000.00","Closed Won","100.00","19-03-2014","Vikrams"
"LWfloor @Salil","Rs29,550.00","Closed Won","100.00","28-05-2014","Vinod"
"Omni sportsfloor@AGK raju","Rs36,766.51","Closed Won","100.00","08-07-2014","Vinod"
"LWF @ vijaya bhasker site","Rs46,000.00","Closed Won","100.00","26-08-2013","Vinod"
"SAMUEL@LWFLOOR","Rs185,000.00","Closed Won","100.00","27-03-2014","Vinod"
"RaghuLWF@madhapur Road no-72","Rs97,000.00","Closed Won","100.00","08-04-2014","Vinod"
"omni sportsfloor@Bhuvaneswar","Rs310,458.00","Closed Won","100.00","29-04-2014","Vinod"
"Vishnu vardhan reddy site","Rs80,000.00","Closed Won","100.00","08-11-2013","Vinod"
"LWF @ Mahidhara Projects","Rs36,110.00","Closed Won","100.00","03-06-2013","Vinod"
"CENTRIX INTERIORS@Rehajaitpark","Rs46,000.00","Closed Won","100.00","27-02-2014","Vinod"
"LWFloor Somekd oak@Varma","Rs30,000.00","Closed Won","100.00","27-05-2014","Vinod"
"INDU FORTUNE VILLA72@WOODEN FLOOR","Rs110,000.00","Closed Won","100.00","03-03-2014","Vinod"
"Vishal Reddy site","Rs8,276.00","Closed Won","100.00","20-06-2013","Vinod"
"LWF Waltzwenge@kompalli site","Rs34,000.00","Closed Won","100.00","09-01-2014","Vinod"
"Wallnut@hetero drugs","Rs662,452.15","Closed Won","100.00","16-04-2014","Vinod"
"Vikas Agarwal","Rs32,503.00","Closed Won","100.00","03-06-2013","Vinod"
"VinylSports@mystichills site","Rs26,000.00","Closed Won","100.00","03-12-2013","Vinod"
"KUKATPALLY SITE","Rs25,000.00","Closed Won","100.00","11-10-2013","Vinod"
"old world walnut for home theatre","Rs85,085.00","Closed Won","100.00","03-06-2013","Vinod"
"Jayanthi LWF","Rs45,000.00","Closed Won","100.00","08-08-2013","Vishwanatha"
"Omni Sports 3.45 mm Oak Classic for Deutche Bank","Rs160,000.00","Closed Won","100.00","30-06-2012","Zulfi"
"Modern Wenge","Rs25,000.00","Closed Won","100.00","04-12-2012","Zulfi"
"Ruby 039 - Dr. Hidayat Khan","Rs8,000.00","Closed Won","100.00","23-01-2014","Zulfi"
"Mondo Sportflex 4.5 mm - Broadridge","Rs800,000.00","Closed Won","100.00","31-08-2012","Zulfi"
"Nahar International School - Ruby","Rs164,000.00","Closed Won","100.00","06-11-2013","Zulfi"
"Marks & Spencer - VIVA City Mall - Thane","Rs90,000.00","Closed Won","100.00","15-03-2013","Zulfi"
"PRINCE ALY KHAN HOSPITAL","Rs140,000.00","Closed Won","100.00","22-12-2012","Zulfi"
"KAISHAR INTERIORS PVT.LTD.","Rs659,000.00","Closed Won","100.00","26-10-2013","Zulfi"
"Eclipse SD 36 & 67 for Upasani Hosp Mulund (W)","Rs32,000.00","Closed Won","100.00","07-01-2013","Zulfi"
"LF Waltz Rosewood - Inorbit Mall Vashi Bal 2 Box","Rs5,900.00","Closed Won","100.00","15-07-2014","Zulfi"
"2mm Ruby Vinyl Flooring","Rs150,000.00","Closed Won","100.00","26-10-2012","Zulfi"
"Eclipse SD 067 - Khar Site","Rs90,000.00","Closed Won","100.00","31-10-2013","Zulfi"
"Eclipse SD 067 - Borivali Site","Rs76,000.00","Closed Won","100.00","01-02-2014","Zulfi"
"Marks & Spencer - Surat","Rs53,000.00","Closed Won","100.00","03-10-2013","Zulfi"
"3.45 mm Omni Sports","Rs11,000.00","Closed Won","100.00","04-09-2012","Zulfi"
"Primo Premium","Rs200,000.00","Closed Won","100.00","17-05-2012","Zulfi"
"Toro SC 104 Aurangabad","Rs140,000.00","Closed Won","100.00","06-05-2013","Zulfi"
"Primo Premium 658 ICD","Rs52,000.00","Closed Won","100.00","12-04-2014","Zulfi"
"Eclipse SD 067 - Shantiniketan Hospital","Rs100,000.00","Closed Won","100.00","09-10-2013","Zulfi"
